Store,ScenarioLevel,Year,Month,StandardShippingCost
E8KKOAM3PNTS,Actual,1996,03,6.420
E8KKOAM3PNTS,Actual,1996,04,6.120
E8KKOAM3PNTS,Actual,1996,05,6.120
E8KKOAM3PNTS,Actual,1996,06,5.520
E8KKOAM3PNTS,Budget,1996,01,6.300
E8KKOAM3PNTS,Budget,1996,02,6.300
E8KKOAM3PNTS,Budget,1996,03,6.300
E8KKOAM3PNTS,Budget,1996,04,5.300
E8KKOAM3PNTS,Budget,1996,05,6.300
E8KKOAM3PNTS,Budget,1996,06,6.300
E8KKOAM3PNTS,Budget,1996,07,6.300
E8KKOAM3PNTS,Budget,1996,08,6.300
E8KKOAM3PNTS,Budget,1996,09,7.300
E8KKOAM3PNTS,Budget,1996,10,6.300
E8KKOAM3PNTS,Budget,1996,11,7.300
E8KKOAM3PNTS,Budget,1996,12,6.300
A69A9J80YANA,Actual,1995,01,10.700
A69A9J80YANA,Actual,1995,02,9.500
A69A9J80YANA,Actual,1995,03,10.900
A69A9J80YANA,Actual,1995,04,9.100
A69A9J80YANA,Actual,1995,05,9.100
A69A9J80YANA,Actual,1995,06,9.900
A69A9J80YANA,Actual,1995,07,9.600
A69A9J80YANA,Actual,1995,08,11.000
A69A9J80YANA,Actual,1995,09,9.400
A69A9J80YANA,Actual,1995,10,10.600
A69A9J80YANA,Actual,1995,11,11.000
A69A9J80YANA,Actual,1995,12,9.700
A69A9J80YANA,Actual,1996,01,9.100
A69A9J80YANA,Actual,1996,02,9.900
A69A9J80YANA,Actual,1996,03,10.800
A69A9J80YANA,Actual,1996,04,10.400
A69A9J80YANA,Actual,1996,05,10.500
A69A9J80YANA,Actual,1996,06,9.900
A69A9J80YANA,Budget,1996,01,11.500
A69A9J80YANA,Budget,1996,02,9.500
A69A9J80YANA,Budget,1996,03,10.500
A69A9J80YANA,Budget,1996,04,10.500
A69A9J80YANA,Budget,1996,05,11.500
A69A9J80YANA,Budget,1996,06,9.500
A69A9J80YANA,Budget,1996,07,10.500
A69A9J80YANA,Budget,1996,08,9.500
A69A9J80YANA,Budget,1996,09,9.500
A69A9J80YANA,Budget,1996,10,9.500
A69A9J80YANA,Budget,1996,11,9.500
A69A9J80YANA,Budget,1996,12,11.500
XDRXSLPOATDZ,Actual,1995,01,8.480
XDRXSLPOATDZ,Actual,1995,02,7.920
XDRXSLPOATDZ,Actual,1995,03,8.160
XDRXSLPOATDZ,Actual,1995,04,7.600
XDRXSLPOATDZ,Actual,1995,05,8.480
XDRXSLPOATDZ,Actual,1995,06,7.680
XDRXSLPOATDZ,Actual,1995,07,8.160
XDRXSLPOATDZ,Actual,1995,08,8.400
XDRXSLPOATDZ,Actual,1995,09,7.600
XDRXSLPOATDZ,Actual,1995,10,7.520
XDRXSLPOATDZ,Actual,1995,11,8.320
XDRXSLPOATDZ,Actual,1995,12,8.800
XDRXSLPOATDZ,Actual,1996,01,7.280
XDRXSLPOATDZ,Actual,1996,02,7.440
XDRXSLPOATDZ,Actual,1996,03,8.240
XDRXSLPOATDZ,Actual,1996,04,7.680
XDRXSLPOATDZ,Actual,1996,05,7.760
XDRXSLPOATDZ,Actual,1996,06,8.080
XDRXSLPOATDZ,Budget,1996,01,8.400
XDRXSLPOATDZ,Budget,1996,02,8.400
XDRXSLPOATDZ,Budget,1996,03,8.400
XDRXSLPOATDZ,Budget,1996,04,7.400
XDRXSLPOATDZ,Budget,1996,05,9.400
XDRXSLPOATDZ,Budget,1996,06,8.400
XDRXSLPOATDZ,Budget,1996,07,7.400
XDRXSLPOATDZ,Budget,1996,08,9.400
XDRXSLPOATDZ,Budget,1996,09,8.400
XDRXSLPOATDZ,Budget,1996,10,7.400
XDRXSLPOATDZ,Budget,1996,11,7.400
XDRXSLPOATDZ,Budget,1996,12,8.400
P2GFZKFEFK04,Actual,1995,01,6.540
P2GFZKFEFK04,Actual,1995,02,5.820
P2GFZKFEFK04,Actual,1995,03,5.940
P2GFZKFEFK04,Actual,1995,04,6.300
P2GFZKFEFK04,Actual,1995,05,5.700
P2GFZKFEFK04,Actual,1995,06,6.360
P2GFZKFEFK04,Actual,1995,07,6.540
P2GFZKFEFK04,Actual,1995,08,5.460
P2GFZKFEFK04,Actual,1995,09,5.460
P2GFZKFEFK04,Actual,1995,10,6.060
P2GFZKFEFK04,Actual,1995,11,5.760
P2GFZKFEFK04,Actual,1995,12,6.540
P2GFZKFEFK04,Actual,1996,01,5.640
P2GFZKFEFK04,Actual,1996,02,6.240
P2GFZKFEFK04,Actual,1996,03,5.700
P2GFZKFEFK04,Actual,1996,04,5.700
P2GFZKFEFK04,Actual,1996,05,5.940
P2GFZKFEFK04,Actual,1996,06,5.940
P2GFZKFEFK04,Budget,1996,01,7.300
P2GFZKFEFK04,Budget,1996,02,5.300
P2GFZKFEFK04,Budget,1996,03,7.300
P2GFZKFEFK04,Budget,1996,04,5.300
P2GFZKFEFK04,Budget,1996,05,7.300
P2GFZKFEFK04,Budget,1996,06,6.300
P2GFZKFEFK04,Budget,1996,07,7.300
P2GFZKFEFK04,Budget,1996,08,5.300
P2GFZKFEFK04,Budget,1996,09,5.300
P2GFZKFEFK04,Budget,1996,10,5.300
P2GFZKFEFK04,Budget,1996,11,6.300
P2GFZKFEFK04,Budget,1996,12,5.300
UQEKN5K6RCWP,Actual,1995,01,4.600
UQEKN5K6RCWP,Actual,1995,02,5.050
UQEKN5K6RCWP,Actual,1995,03,4.750
UQEKN5K6RCWP,Actual,1995,04,4.900
UQEKN5K6RCWP,Actual,1995,05,4.700
UQEKN5K6RCWP,Actual,1995,06,5.400
UQEKN5K6RCWP,Actual,1995,07,4.750
UQEKN5K6RCWP,Actual,1995,08,5.200
UQEKN5K6RCWP,Actual,1995,09,4.550
UQEKN5K6RCWP,Actual,1995,10,4.500
UQEKN5K6RCWP,Actual,1995,11,4.500
UQEKN5K6RCWP,Actual,1995,12,4.650
UQEKN5K6RCWP,Actual,1996,01,5.100
UQEKN5K6RCWP,Actual,1996,02,5.050
UQEKN5K6RCWP,Actual,1996,03,4.550
UQEKN5K6RCWP,Actual,1996,04,4.950
UQEKN5K6RCWP,Actual,1996,05,4.800
UQEKN5K6RCWP,Actual,1996,06,4.550
UQEKN5K6RCWP,Budget,1996,01,6.250
UQEKN5K6RCWP,Budget,1996,02,6.250
UQEKN5K6RCWP,Budget,1996,03,6.250
UQEKN5K6RCWP,Budget,1996,04,4.250
UQEKN5K6RCWP,Budget,1996,05,6.250
UQEKN5K6RCWP,Budget,1996,06,4.250
UQEKN5K6RCWP,Budget,1996,07,6.250
UQEKN5K6RCWP,Budget,1996,08,4.250
UQEKN5K6RCWP,Budget,1996,09,4.250
UQEKN5K6RCWP,Budget,1996,10,4.250
UQEKN5K6RCWP,Budget,1996,11,5.250
UQEKN5K6RCWP,Budget,1996,12,6.250
MRUJDH8D0E1G,Actual,1995,01,6.060
MRUJDH8D0E1G,Actual,1995,02,5.880
MRUJDH8D0E1G,Actual,1995,03,6.180
MRUJDH8D0E1G,Actual,1995,04,5.940
MRUJDH8D0E1G,Actual,1995,05,5.520
MRUJDH8D0E1G,Actual,1995,06,5.880
MRUJDH8D0E1G,Actual,1995,07,5.760
MRUJDH8D0E1G,Actual,1995,08,6.300
MRUJDH8D0E1G,Actual,1995,09,5.760
MRUJDH8D0E1G,Actual,1995,10,6.600
MRUJDH8D0E1G,Actual,1995,11,6.480
MRUJDH8D0E1G,Actual,1995,12,5.460
MRUJDH8D0E1G,Actual,1996,01,5.880
MRUJDH8D0E1G,Actual,1996,02,5.580
MRUJDH8D0E1G,Actual,1996,03,5.820
MRUJDH8D0E1G,Actual,1996,04,5.820
MRUJDH8D0E1G,Actual,1996,05,5.820
MRUJDH8D0E1G,Actual,1996,06,5.760
MRUJDH8D0E1G,Budget,1996,01,7.300
MRUJDH8D0E1G,Budget,1996,02,5.300
MRUJDH8D0E1G,Budget,1996,03,7.300
MRUJDH8D0E1G,Budget,1996,04,5.300
MRUJDH8D0E1G,Budget,1996,05,6.300
MRUJDH8D0E1G,Budget,1996,06,5.300
MRUJDH8D0E1G,Budget,1996,07,5.300
MRUJDH8D0E1G,Budget,1996,08,7.300
MRUJDH8D0E1G,Budget,1996,09,5.300
MRUJDH8D0E1G,Budget,1996,10,7.300
MRUJDH8D0E1G,Budget,1996,11,7.300
MRUJDH8D0E1G,Budget,1996,12,5.300
X0U6RLBX7OL5,Actual,1995,01,5.460
X0U6RLBX7OL5,Actual,1995,02,5.520
X0U6RLBX7OL5,Actual,1995,03,5.460
X0U6RLBX7OL5,Actual,1995,04,5.760
X0U6RLBX7OL5,Actual,1995,05,6.120
X0U6RLBX7OL5,Actual,1995,06,5.940
X0U6RLBX7OL5,Actual,1995,07,5.700
X0U6RLBX7OL5,Actual,1995,08,5.700
X0U6RLBX7OL5,Actual,1995,09,5.640
X0U6RLBX7OL5,Actual,1995,10,5.520
X0U6RLBX7OL5,Actual,1995,11,6.540
X0U6RLBX7OL5,Actual,1995,12,5.580
X0U6RLBX7OL5,Actual,1996,01,6.360
X0U6RLBX7OL5,Actual,1996,02,5.700
X0U6RLBX7OL5,Actual,1996,03,5.700
X0U6RLBX7OL5,Actual,1996,04,5.700
X0U6RLBX7OL5,Actual,1996,05,5.700
X0U6RLBX7OL5,Actual,1996,06,6.540
X0U6RLBX7OL5,Budget,1996,01,7.300
X0U6RLBX7OL5,Budget,1996,02,6.300
X0U6RLBX7OL5,Budget,1996,03,6.300
X0U6RLBX7OL5,Budget,1996,04,7.300
X0U6RLBX7OL5,Budget,1996,05,6.300
X0U6RLBX7OL5,Budget,1996,06,7.300
X0U6RLBX7OL5,Budget,1996,07,6.300
X0U6RLBX7OL5,Budget,1996,08,7.300
X0U6RLBX7OL5,Budget,1996,09,7.300
X0U6RLBX7OL5,Budget,1996,10,7.300
X0U6RLBX7OL5,Budget,1996,11,6.300
X0U6RLBX7OL5,Budget,1996,12,7.300
GE2AGFBASFUK,Actual,1995,01,6.540
GE2AGFBASFUK,Actual,1995,02,5.880
GE2AGFBASFUK,Actual,1995,03,5.820
GE2AGFBASFUK,Actual,1995,04,6.000
GE2AGFBASFUK,Actual,1995,05,6.000
GE2AGFBASFUK,Actual,1995,06,5.400
GE2AGFBASFUK,Actual,1995,07,6.120
GE2AGFBASFUK,Actual,1995,08,6.000
GE2AGFBASFUK,Actual,1995,09,5.640
GE2AGFBASFUK,Actual,1995,10,5.760
GE2AGFBASFUK,Actual,1995,11,6.360
GE2AGFBASFUK,Actual,1995,12,6.000
GE2AGFBASFUK,Actual,1996,01,5.640
GE2AGFBASFUK,Actual,1996,02,6.180
GE2AGFBASFUK,Actual,1996,03,5.580
GE2AGFBASFUK,Actual,1996,04,5.520
GE2AGFBASFUK,Actual,1996,05,6.060
GE2AGFBASFUK,Actual,1996,06,5.520
GE2AGFBASFUK,Budget,1996,01,6.300
GE2AGFBASFUK,Budget,1996,02,5.300
GE2AGFBASFUK,Budget,1996,03,7.300
GE2AGFBASFUK,Budget,1996,04,6.300
GE2AGFBASFUK,Budget,1996,05,5.300
GE2AGFBASFUK,Budget,1996,06,5.300
GE2AGFBASFUK,Budget,1996,07,7.300
GE2AGFBASFUK,Budget,1996,08,7.300
GE2AGFBASFUK,Budget,1996,09,5.300
GE2AGFBASFUK,Budget,1996,10,6.300
GE2AGFBASFUK,Budget,1996,11,6.300
GE2AGFBASFUK,Budget,1996,12,5.300
WHJBYN6LPNZZ,Actual,1995,01,8.080
WHJBYN6LPNZZ,Actual,1995,02,8.000
WHJBYN6LPNZZ,Actual,1995,03,7.840
WHJBYN6LPNZZ,Actual,1995,04,8.640
WHJBYN6LPNZZ,Actual,1995,05,8.640
WHJBYN6LPNZZ,Actual,1995,06,7.600
WHJBYN6LPNZZ,Actual,1995,07,8.560
WHJBYN6LPNZZ,Actual,1995,08,7.680
WHJBYN6LPNZZ,Actual,1995,09,7.920
WHJBYN6LPNZZ,Actual,1995,10,8.240
WHJBYN6LPNZZ,Actual,1995,11,8.560
WHJBYN6LPNZZ,Actual,1995,12,7.440
WHJBYN6LPNZZ,Actual,1996,01,8.560
WHJBYN6LPNZZ,Actual,1996,02,8.320
WHJBYN6LPNZZ,Actual,1996,03,7.280
WHJBYN6LPNZZ,Actual,1996,04,8.720
WHJBYN6LPNZZ,Actual,1996,05,7.600
WHJBYN6LPNZZ,Actual,1996,06,7.280
WHJBYN6LPNZZ,Budget,1996,01,9.400
WHJBYN6LPNZZ,Budget,1996,02,7.400
WHJBYN6LPNZZ,Budget,1996,03,7.400
WHJBYN6LPNZZ,Budget,1996,04,9.400
WHJBYN6LPNZZ,Budget,1996,05,9.400
WHJBYN6LPNZZ,Budget,1996,06,9.400
WHJBYN6LPNZZ,Budget,1996,07,7.400
WHJBYN6LPNZZ,Budget,1996,08,8.400
WHJBYN6LPNZZ,Budget,1996,09,7.400
WHJBYN6LPNZZ,Budget,1996,10,9.400
WHJBYN6LPNZZ,Budget,1996,11,9.400
WHJBYN6LPNZZ,Budget,1996,12,9.400
VFG7BK3G7HLH,Actual,1995,01,10.500
VFG7BK3G7HLH,Actual,1995,02,9.400
VFG7BK3G7HLH,Actual,1995,03,9.200
VFG7BK3G7HLH,Actual,1995,04,10.600
VFG7BK3G7HLH,Actual,1995,05,10.000
VFG7BK3G7HLH,Actual,1995,06,9.800
VFG7BK3G7HLH,Actual,1995,07,9.600
VFG7BK3G7HLH,Actual,1995,08,9.000
VFG7BK3G7HLH,Actual,1995,09,9.900
VFG7BK3G7HLH,Actual,1995,10,9.700
VFG7BK3G7HLH,Actual,1995,11,10.300
VFG7BK3G7HLH,Actual,1995,12,10.000
VFG7BK3G7HLH,Actual,1996,01,9.900
VFG7BK3G7HLH,Actual,1996,02,10.500
VFG7BK3G7HLH,Actual,1996,03,10.500
VFG7BK3G7HLH,Actual,1996,04,10.500
VFG7BK3G7HLH,Actual,1996,05,10.400
VFG7BK3G7HLH,Actual,1996,06,9.300
VFG7BK3G7HLH,Budget,1996,01,11.500
VFG7BK3G7HLH,Budget,1996,02,11.500
VFG7BK3G7HLH,Budget,1996,03,10.500
VFG7BK3G7HLH,Budget,1996,04,9.500
VFG7BK3G7HLH,Budget,1996,05,9.500
VFG7BK3G7HLH,Budget,1996,06,9.500
VFG7BK3G7HLH,Budget,1996,07,10.500
VFG7BK3G7HLH,Budget,1996,08,10.500
VFG7BK3G7HLH,Budget,1996,09,11.500
VFG7BK3G7HLH,Budget,1996,10,11.500
VFG7BK3G7HLH,Budget,1996,11,10.500
VFG7BK3G7HLH,Budget,1996,12,11.500
H0FIT83AR3N6,Actual,1995,01,9.090
H0FIT83AR3N6,Actual,1995,02,8.820
H0FIT83AR3N6,Actual,1995,03,8.100
H0FIT83AR3N6,Actual,1995,04,9.180
H0FIT83AR3N6,Actual,1995,05,9.270
H0FIT83AR3N6,Actual,1995,06,8.190
H0FIT83AR3N6,Actual,1995,07,9.540
H0FIT83AR3N6,Actual,1995,08,9.180
H0FIT83AR3N6,Actual,1995,09,9.810
H0FIT83AR3N6,Actual,1995,10,8.550
H0FIT83AR3N6,Actual,1995,11,8.640
H0FIT83AR3N6,Actual,1995,12,9.090
H0FIT83AR3N6,Actual,1996,01,9.360
H0FIT83AR3N6,Actual,1996,02,9.810
H0FIT83AR3N6,Actual,1996,03,9.810
H0FIT83AR3N6,Actual,1996,04,8.640
H0FIT83AR3N6,Actual,1996,05,8.100
H0FIT83AR3N6,Actual,1996,06,8.820
H0FIT83AR3N6,Budget,1996,01,8.450
H0FIT83AR3N6,Budget,1996,02,10.450
H0FIT83AR3N6,Budget,1996,03,9.450
H0FIT83AR3N6,Budget,1996,04,10.450
H0FIT83AR3N6,Budget,1996,05,8.450
H0FIT83AR3N6,Budget,1996,06,9.450
H0FIT83AR3N6,Budget,1996,07,9.450
H0FIT83AR3N6,Budget,1996,08,9.450
H0FIT83AR3N6,Budget,1996,09,10.450
H0FIT83AR3N6,Budget,1996,10,10.450
H0FIT83AR3N6,Budget,1996,11,10.450
H0FIT83AR3N6,Budget,1996,12,10.450
KPPPWBB3UQCH,Actual,1995,01,10.500
KPPPWBB3UQCH,Actual,1995,02,10.100
KPPPWBB3UQCH,Actual,1995,03,10.600
KPPPWBB3UQCH,Actual,1995,04,9.100
KPPPWBB3UQCH,Actual,1995,05,10.000
KPPPWBB3UQCH,Actual,1995,06,9.100
KPPPWBB3UQCH,Actual,1995,07,9.800
KPPPWBB3UQCH,Actual,1995,08,11.000
KPPPWBB3UQCH,Actual,1995,09,9.900
KPPPWBB3UQCH,Actual,1995,10,9.500
KPPPWBB3UQCH,Actual,1995,11,9.700
KPPPWBB3UQCH,Actual,1995,12,10.800
KPPPWBB3UQCH,Actual,1996,01,10.600
KPPPWBB3UQCH,Actual,1996,02,9.300
KPPPWBB3UQCH,Actual,1996,03,9.100
KPPPWBB3UQCH,Actual,1996,04,10.200
KPPPWBB3UQCH,Actual,1996,05,10.700
KPPPWBB3UQCH,Actual,1996,06,9.200
KPPPWBB3UQCH,Budget,1996,01,10.500
KPPPWBB3UQCH,Budget,1996,02,10.500
KPPPWBB3UQCH,Budget,1996,03,11.500
KPPPWBB3UQCH,Budget,1996,04,11.500
KPPPWBB3UQCH,Budget,1996,05,10.500
KPPPWBB3UQCH,Budget,1996,06,11.500
KPPPWBB3UQCH,Budget,1996,07,10.500
KPPPWBB3UQCH,Budget,1996,08,10.500
KPPPWBB3UQCH,Budget,1996,09,9.500
KPPPWBB3UQCH,Budget,1996,10,10.500
KPPPWBB3UQCH,Budget,1996,11,11.500
KPPPWBB3UQCH,Budget,1996,12,10.500
FUOP300YQJ5W,Actual,1995,01,6.650
FUOP300YQJ5W,Actual,1995,02,6.300
FUOP300YQJ5W,Actual,1995,03,6.370
FUOP300YQJ5W,Actual,1995,04,6.370
FUOP300YQJ5W,Actual,1995,05,7.070
FUOP300YQJ5W,Actual,1995,06,7.350
FUOP300YQJ5W,Actual,1995,07,7.350
FUOP300YQJ5W,Actual,1995,08,7.140
FUOP300YQJ5W,Actual,1995,09,7.630
FUOP300YQJ5W,Actual,1995,10,7.210
FUOP300YQJ5W,Actual,1995,11,7.070
FUOP300YQJ5W,Actual,1995,12,6.790
FUOP300YQJ5W,Actual,1996,01,6.720
FUOP300YQJ5W,Actual,1996,02,6.930
FUOP300YQJ5W,Actual,1996,03,6.510
FUOP300YQJ5W,Actual,1996,04,6.860
FUOP300YQJ5W,Actual,1996,05,6.440
FUOP300YQJ5W,Actual,1996,06,6.860
FUOP300YQJ5W,Budget,1996,01,7.350
FUOP300YQJ5W,Budget,1996,02,7.350
FUOP300YQJ5W,Budget,1996,03,7.350
FUOP300YQJ5W,Budget,1996,04,8.350
FUOP300YQJ5W,Budget,1996,05,7.350
FUOP300YQJ5W,Budget,1996,06,8.350
FUOP300YQJ5W,Budget,1996,07,6.350
FUOP300YQJ5W,Budget,1996,08,7.350
FUOP300YQJ5W,Budget,1996,09,7.350
FUOP300YQJ5W,Budget,1996,10,7.350
FUOP300YQJ5W,Budget,1996,11,8.350
FUOP300YQJ5W,Budget,1996,12,8.350
AEU4HA2Z11IU,Actual,1995,01,9.360
AEU4HA2Z11IU,Actual,1995,02,9.810
AEU4HA2Z11IU,Actual,1995,03,9.270
AEU4HA2Z11IU,Actual,1995,04,8.730
AEU4HA2Z11IU,Actual,1995,05,9.090
AEU4HA2Z11IU,Actual,1995,06,9.180
AEU4HA2Z11IU,Actual,1995,07,9.000
AEU4HA2Z11IU,Actual,1995,08,8.190
AEU4HA2Z11IU,Actual,1995,09,9.180
AEU4HA2Z11IU,Actual,1995,10,8.640
AEU4HA2Z11IU,Actual,1995,11,8.100
AEU4HA2Z11IU,Actual,1995,12,8.100
AEU4HA2Z11IU,Actual,1996,01,9.810
AEU4HA2Z11IU,Actual,1996,02,8.550
AEU4HA2Z11IU,Actual,1996,03,8.370
AEU4HA2Z11IU,Actual,1996,04,8.280
AEU4HA2Z11IU,Actual,1996,05,9.360
AEU4HA2Z11IU,Actual,1996,06,9.090
AEU4HA2Z11IU,Budget,1996,01,9.450
AEU4HA2Z11IU,Budget,1996,02,8.450
AEU4HA2Z11IU,Budget,1996,03,8.450
AEU4HA2Z11IU,Budget,1996,04,8.450
AEU4HA2Z11IU,Budget,1996,05,8.450
AEU4HA2Z11IU,Budget,1996,06,9.450
AEU4HA2Z11IU,Budget,1996,07,10.450
AEU4HA2Z11IU,Budget,1996,08,9.450
AEU4HA2Z11IU,Budget,1996,09,9.450
AEU4HA2Z11IU,Budget,1996,10,9.450
AEU4HA2Z11IU,Budget,1996,11,10.450
AEU4HA2Z11IU,Budget,1996,12,9.450
XOI7R99RPGUF,Actual,1995,01,9.500
XOI7R99RPGUF,Actual,1995,02,9.200
XOI7R99RPGUF,Actual,1995,03,9.900
XOI7R99RPGUF,Actual,1995,04,9.800
XOI7R99RPGUF,Actual,1995,05,10.000
XOI7R99RPGUF,Actual,1995,06,9.700
XOI7R99RPGUF,Actual,1995,07,11.000
XOI7R99RPGUF,Actual,1995,08,9.900
XOI7R99RPGUF,Actual,1995,09,10.200
XOI7R99RPGUF,Actual,1995,10,10.400
XOI7R99RPGUF,Actual,1995,11,10.700
XOI7R99RPGUF,Actual,1995,12,9.500
XOI7R99RPGUF,Actual,1996,01,9.800
XOI7R99RPGUF,Actual,1996,02,9.600
XOI7R99RPGUF,Actual,1996,03,10.800
XOI7R99RPGUF,Actual,1996,04,9.900
XOI7R99RPGUF,Actual,1996,05,9.800
XOI7R99RPGUF,Actual,1996,06,10.800
XOI7R99RPGUF,Budget,1996,01,11.500
XOI7R99RPGUF,Budget,1996,02,9.500
XOI7R99RPGUF,Budget,1996,03,10.500
XOI7R99RPGUF,Budget,1996,04,11.500
XOI7R99RPGUF,Budget,1996,05,9.500
XOI7R99RPGUF,Budget,1996,06,11.500
XOI7R99RPGUF,Budget,1996,07,10.500
XOI7R99RPGUF,Budget,1996,08,10.500
XOI7R99RPGUF,Budget,1996,09,9.500
XOI7R99RPGUF,Budget,1996,10,10.500
XOI7R99RPGUF,Budget,1996,11,9.500
XOI7R99RPGUF,Budget,1996,12,9.500
B34YBZQHZFUP,Actual,1995,01,6.000
B34YBZQHZFUP,Actual,1995,02,6.420
B34YBZQHZFUP,Actual,1995,03,6.300
B34YBZQHZFUP,Actual,1995,04,5.460
B34YBZQHZFUP,Actual,1995,05,5.400
B34YBZQHZFUP,Actual,1995,06,6.000
B34YBZQHZFUP,Actual,1995,07,5.940
B34YBZQHZFUP,Actual,1995,08,5.640
B34YBZQHZFUP,Actual,1995,09,5.820
B34YBZQHZFUP,Actual,1995,10,5.580
B34YBZQHZFUP,Actual,1995,11,6.000
B34YBZQHZFUP,Actual,1995,12,6.000
B34YBZQHZFUP,Actual,1996,01,6.120
B34YBZQHZFUP,Actual,1996,02,5.460
B34YBZQHZFUP,Actual,1996,03,5.580
B34YBZQHZFUP,Actual,1996,04,5.880
B34YBZQHZFUP,Actual,1996,05,5.400
B34YBZQHZFUP,Actual,1996,06,5.880
B34YBZQHZFUP,Budget,1996,01,5.300
B34YBZQHZFUP,Budget,1996,02,6.300
B34YBZQHZFUP,Budget,1996,03,6.300
B34YBZQHZFUP,Budget,1996,04,5.300
B34YBZQHZFUP,Budget,1996,05,6.300
B34YBZQHZFUP,Budget,1996,06,5.300
B34YBZQHZFUP,Budget,1996,07,7.300
B34YBZQHZFUP,Budget,1996,08,6.300
B34YBZQHZFUP,Budget,1996,09,7.300
B34YBZQHZFUP,Budget,1996,10,6.300
B34YBZQHZFUP,Budget,1996,11,5.300
B34YBZQHZFUP,Budget,1996,12,7.300
C6AR56BO0SPG,Actual,1995,01,8.400
C6AR56BO0SPG,Actual,1995,02,7.840
C6AR56BO0SPG,Actual,1995,03,8.800
C6AR56BO0SPG,Actual,1995,04,8.080
C6AR56BO0SPG,Actual,1995,05,8.480
C6AR56BO0SPG,Actual,1995,06,7.840
C6AR56BO0SPG,Actual,1995,07,8.400
C6AR56BO0SPG,Actual,1995,08,8.160
C6AR56BO0SPG,Actual,1995,09,8.720
C6AR56BO0SPG,Actual,1995,10,8.640
C6AR56BO0SPG,Actual,1995,11,8.720
C6AR56BO0SPG,Actual,1995,12,8.800
C6AR56BO0SPG,Actual,1996,01,8.240
C6AR56BO0SPG,Actual,1996,02,8.640
C6AR56BO0SPG,Actual,1996,03,7.280
C6AR56BO0SPG,Actual,1996,04,7.920
C6AR56BO0SPG,Actual,1996,05,7.280
C6AR56BO0SPG,Actual,1996,06,7.600
C6AR56BO0SPG,Budget,1996,01,9.400
C6AR56BO0SPG,Budget,1996,02,9.400
C6AR56BO0SPG,Budget,1996,03,7.400
C6AR56BO0SPG,Budget,1996,04,7.400
C6AR56BO0SPG,Budget,1996,05,9.400
C6AR56BO0SPG,Budget,1996,06,7.400
C6AR56BO0SPG,Budget,1996,07,9.400
C6AR56BO0SPG,Budget,1996,08,7.400
C6AR56BO0SPG,Budget,1996,09,8.400
C6AR56BO0SPG,Budget,1996,10,8.400
C6AR56BO0SPG,Budget,1996,11,7.400
C6AR56BO0SPG,Budget,1996,12,9.400
ETDG5U8LU1MW,Actual,1995,01,8.800
ETDG5U8LU1MW,Actual,1995,02,7.600
ETDG5U8LU1MW,Actual,1995,03,7.200
ETDG5U8LU1MW,Actual,1995,04,8.800
ETDG5U8LU1MW,Actual,1995,05,7.920
ETDG5U8LU1MW,Actual,1995,06,8.240
ETDG5U8LU1MW,Actual,1995,07,8.240
ETDG5U8LU1MW,Actual,1995,08,8.080
ETDG5U8LU1MW,Actual,1995,09,8.720
ETDG5U8LU1MW,Actual,1995,10,7.360
ETDG5U8LU1MW,Actual,1995,11,7.280
ETDG5U8LU1MW,Actual,1995,12,7.280
ETDG5U8LU1MW,Actual,1996,01,7.760
ETDG5U8LU1MW,Actual,1996,02,8.240
ETDG5U8LU1MW,Actual,1996,03,8.480
ETDG5U8LU1MW,Actual,1996,04,7.600
ETDG5U8LU1MW,Actual,1996,05,7.600
ETDG5U8LU1MW,Actual,1996,06,8.160
ETDG5U8LU1MW,Budget,1996,01,8.400
ETDG5U8LU1MW,Budget,1996,02,8.400
ETDG5U8LU1MW,Budget,1996,03,7.400
ETDG5U8LU1MW,Budget,1996,04,9.400
ETDG5U8LU1MW,Budget,1996,05,7.400
ETDG5U8LU1MW,Budget,1996,06,7.400
ETDG5U8LU1MW,Budget,1996,07,9.400
ETDG5U8LU1MW,Budget,1996,08,9.400
ETDG5U8LU1MW,Budget,1996,09,9.400
ETDG5U8LU1MW,Budget,1996,10,9.400
ETDG5U8LU1MW,Budget,1996,11,9.400
ETDG5U8LU1MW,Budget,1996,12,8.400
KKNR51LMWZ0J,Actual,1995,01,5.050
KKNR51LMWZ0J,Actual,1995,02,5.350
KKNR51LMWZ0J,Actual,1995,03,5.500
KKNR51LMWZ0J,Actual,1995,04,5.000
KKNR51LMWZ0J,Actual,1995,05,4.700
KKNR51LMWZ0J,Actual,1995,06,5.150
KKNR51LMWZ0J,Actual,1995,07,5.300
KKNR51LMWZ0J,Actual,1995,08,4.950
KKNR51LMWZ0J,Actual,1995,09,4.850
KKNR51LMWZ0J,Actual,1995,10,5.350
KKNR51LMWZ0J,Actual,1995,11,5.500
KKNR51LMWZ0J,Actual,1995,12,5.400
KKNR51LMWZ0J,Actual,1996,01,5.050
KKNR51LMWZ0J,Actual,1996,02,5.200
KKNR51LMWZ0J,Actual,1996,03,4.950
KKNR51LMWZ0J,Actual,1996,04,5.150
KKNR51LMWZ0J,Actual,1996,05,4.500
KKNR51LMWZ0J,Actual,1996,06,4.950
KKNR51LMWZ0J,Budget,1996,01,4.250
KKNR51LMWZ0J,Budget,1996,02,6.250
KKNR51LMWZ0J,Budget,1996,03,6.250
