Store,Code,Inv9501,Inv9502,Inv9503,Inv9504,Inv9505,Inv9506,Inv9507,Inv9508,Inv9509,Inv9510,Inv9511,Inv9512,Inv9601,Inv9602,Inv9603,Inv9604,Inv9605
TJ1QL2IU21JW,TWA6TZCW1QW6,3,15,3,7,5,3,5,3,7,7,15,5,3,5,7,3,7
TJ1QL2IU21JW,R5LSDR282B07,3,9,2,2,9,4,1,4,2,4,2,4,2,9,1,3,9
TJ1QL2IU21JW,CTHQZD732ZKX,1,2,7,3,7,7,1,1,7,7,7,1,3,3,3,7,7
TJ1QL2IU21JW,Z776VTO8NE21,4,3,3,2,4,4,3,2,2,2,4,3,3,4,4,6,4
TJ1QL2IU21JW,NXHZKCA5754Z,4,3,4,3,7,14,3,3,14,2,3,3,3,3,7,3,7
TJ1QL2IU21JW,N4U6QTSA3VGP,7,14,2,7,2,2,14,2,2,2,4,2,14,4,4,7,2
TJ1QL2IU21JW,UHLV4UO5I04Z,0,4,4,1,4,1,1,0,0,4,1,4,1,2,2,2,4
TJ1QL2IU21JW,KH4ZPFAF55CA,3,3,5,11,11,2,5,5,2,2,5,2,2,11,2,11,11
YJA90JL9XRD1,Q1CTA07U1IS6,1,8,2,2,8,1,2,1,2,2,8,1,2,2,2,2,4
YJA90JL9XRD1,IBLYPZF71WG8,1,2,2,7,1,2,1,2,1,2,1,1,1,7,1,3,7
YJA90JL9XRD1,MSML1TMM8NOS,5,3,16,4,16,5,5,5,8,3,4,8,4,4,3,16,5
YJA90JL9XRD1,MB0ACM9CPW68,3,2,7,1,1,1,7,3,1,2,7,7,3,1,1,3,1
YJA90JL9XRD1,F099L0BPPCIX,4,8,2,8,4,2,2,4,8,1,2,8,2,8,1,8,4
YJA90JL9XRD1,B1QUWTRZK8TX,6,2,6,1,2,6,1,6,1,3,2,6,6,1,1,6,1
YJA90JL9XRD1,DRSU26OC3V73,2,10,3,5,2,2,2,5,3,5,2,10,5,3,2,3,10
YJA90JL9XRD1,QKWWKP1GKEXC,2,2,11,11,5,3,2,11,11,2,2,2,5,3,3,5,2
YJA90JL9XRD1,FY1ZU46X9TF4,11,4,22,4,22,11,7,7,11,5,5,11,22,4,22,22,5
YJA90JL9XRD1,X0QIN3U757US,17,5,4,17,4,17,3,17,5,17,8,3,8,5,3,8,4
YJA90JL9XRD1,SOVO5ZFS6R1Q,4,22,22,11,11,4,22,7,7,11,7,11,4,5,4,4,7
YJA90JL9XRD1,TE7CWGN8223W,0,3,0,0,0,0,1,1,0,1,3,3,1,1,1,0,0
YJA90JL9XRD1,VJBV7HWK8JXJ,4,2,3,4,4,12,4,3,12,6,4,3,2,2,12,12,2
YJA90JL9XRD1,Q50QC3UL2UMM,4,7,4,7,4,4,23,5,5,11,7,5,23,23,7,23,23
YJA90JL9XRD1,RO8H4VYM9QMX,3,5,3,2,2,10,5,10,2,5,5,5,2,2,10,5,3
YJA90JL9XRD1,OW4HH0LZAAQR,22,4,4,22,4,4,5,5,11,4,5,7,5,22,7,11,4
YJA90JL9XRD1,ZYPB3PPLCPNP,6,9,6,9,9,3,9,9,6,9,9,4,9,9,3,4,3
YJA90JL9XRD1,NQFI031QBZQA,3,3,15,7,3,3,7,3,3,15,3,3,15,15,7,7,3
YJA90JL9XRD1,GPJDMI7S83PX,3,3,7,7,3,7,3,3,15,3,7,3,7,3,5,3,3
YJA90JL9XRD1,SJY07I7J4LFX,2,5,2,3,5,2,2,3,2,3,10,2,2,5,5,2,3
YJA90JL9XRD1,FX4MF9LYNBN3,8,4,4,24,8,4,8,8,24,12,4,8,12,24,4,12,4
YJA90JL9XRD1,A147I9OZ8MEA,5,20,6,20,20,10,6,20,20,10,10,5,5,6,20,10,10
YJA90JL9XRD1,U6PQ2VLXYIPB,1,4,4,1,1,2,8,4,2,4,8,8,4,1,4,2,1
YJA90JL9XRD1,J0Q08NRQ5006,6,4,4,2,2,4,4,6,4,2,2,4,12,4,12,3,6
YJA90JL9XRD1,B7T0EWCQASZY,6,2,6,3,3,12,4,3,2,12,3,6,6,12,3,4,12
YJA90JL9XRD1,LPFTHR42V903,1,2,1,7,1,1,1,7,2,7,1,1,1,7,1,7,1
YJA90JL9XRD1,HPUB8ZU4D9Z8,4,2,4,1,1,4,1,4,2,2,4,1,2,1,2,1,8
VPAGH3B1SWP1,WPXJTHBMLVXC,3,4,2,3,2,2,3,1,9,1,1,4,3,4,2,3,2
VPAGH3B1SWP1,NTOR2H8BLLFP,4,9,4,9,4,9,9,3,2,3,2,9,4,1,3,3,3
VPAGH3B1SWP1,SGCZ8TQCHUAK,5,3,2,3,2,3,2,3,2,2,10,3,10,2,5,3,5
VPAGH3B1SWP1,QGE0YJ174TAP,4,2,8,1,1,2,2,4,2,2,4,1,8,4,2,8,1
VPAGH3B1SWP1,FIF2S8LXIUB5,1,2,1,1,3,1,1,2,1,1,1,7,7,2,1,7,1
VPAGH3B1SWP1,TM8EIXUDPMWP,1,1,1,1,1,1,5,1,1,5,1,2,1,1,5,5,5
VPAGH3B1SWP1,W7R4ARC0WYPA,8,4,4,3,8,4,17,5,4,4,4,4,5,5,4,4,3
VPAGH3B1SWP1,U22EZGVOM5V4,10,21,10,7,10,10,7,5,5,5,5,10,4,5,5,21,21
VPAGH3B1SWP1,OI2XPY55M0RQ,6,18,9,9,6,3,3,6,3,9,18,18,18,3,4,6,18
VPAGH3B1SWP1,R3X5OHSEQW96,2,5,10,2,2,2,10,5,5,2,3,3,3,3,10,5,5
VPAGH3B1SWP1,UT8KIPRVSPHO,12,8,8,6,8,6,5,5,12,12,5,6,5,25,12,5,8
VPAGH3B1SWP1,TPT7E91ADY1J,8,1,2,2,1,2,8,8,2,4,1,4,8,8,8,2,8
VPAGH3B1SWP1,TKX1HQBSOZVM,2,5,3,11,5,3,2,2,2,2,3,2,2,3,2,2,2
VPAGH3B1SWP1,T1287YGU9ROJ,5,5,4,16,3,8,3,8,4,3,16,16,4,4,8,4,8
VPAGH3B1SWP1,E4705Z54H9FD,2,3,9,2,2,1,3,3,1,9,2,2,4,4,3,4,3
VPAGH3B1SWP1,H8VSAKFZJHQL,3,4,12,6,6,2,2,6,6,6,2,3,6,3,3,6,4
VPAGH3B1SWP1,QLYB4JCJ7G5Q,15,3,3,7,3,3,7,3,3,7,7,15,15,3,3,15,7
VPAGH3B1SWP1,XXO4SX811UJI,1,1,1,1,3,2,6,2,1,1,1,2,1,1,2,1,2
VPAGH3B1SWP1,VPR33UAXBHU8,10,21,4,7,10,21,7,10,21,21,5,10,10,21,10,10,4
VPAGH3B1SWP1,VUFIOPY9QFEM,1,4,1,1,4,4,0,0,0,0,1,4,2,0,4,1,2
VPAGH3B1SWP1,CCAVFYHD2084,3,3,2,4,7,3,7,14,14,3,3,2,4,4,14,2,7
VPAGH3B1SWP1,VW81KXHY8USZ,1,0,1,2,1,0,1,2,1,1,4,0,0,1,1,4,4
VPAGH3B1SWP1,W7X57199RFVS,1,0,3,3,3,3,0,1,0,1,1,0,1,0,0,3,3
VPAGH3B1SWP1,NAUOPP0LP7CB,4,12,2,12,2,12,6,3,6,2,6,4,3,3,2,2,12
VPAGH3B1SWP1,Y9NBOT7W5JVA,4,9,6,19,19,3,19,6,4,19,4,4,3,4,6,4,6
VPAGH3B1SWP1,FWB47XT1TO0G,5,5,5,3,5,3,3,15,7,15,7,7,15,7,7,15,15
VPAGH3B1SWP1,JJ7U1Q559T6L,7,7,7,3,14,7,4,3,14,3,14,14,14,4,2,7,4
BTT3YQCAZDQJ,B9SWPW56ODPS,4,6,13,3,4,2,2,2,6,13,2,13,2,3,4,3,4
BTT3YQCAZDQJ,W9KH7ATZGGKD,11,2,3,3,2,2,3,11,5,5,11,11,5,3,2,2,5
BTT3YQCAZDQJ,U2S4U3IKNE8O,3,13,13,4,2,13,4,6,13,6,4,13,4,13,13,4,3
BTT3YQCAZDQJ,PYK86B0JJGH3,6,4,13,13,4,3,2,2,13,4,4,2,2,13,13,6,2
BTT3YQCAZDQJ,SLYA30P0SIJS,9,3,1,3,3,9,3,2,1,1,4,2,9,2,1,1,3
BTT3YQCAZDQJ,Z5I5MK23OP0Y,4,18,4,9,3,18,18,4,4,9,4,9,18,4,18,6,18
BTT3YQCAZDQJ,A9Y9AOLVVJQO,1,5,1,5,1,1,1,5,1,1,1,1,5,2,1,1,1
BTT3YQCAZDQJ,XY1BFK243S9G,3,5,3,2,5,2,11,5,2,2,11,5,2,5,5,11,2
BTT3YQCAZDQJ,VGD32SPFUU79,9,6,6,9,3,6,3,6,6,4,3,6,9,18,3,4,18
BTT3YQCAZDQJ,BG2UCJY4SZ2R,3,3,4,4,4,9,2,3,2,1,9,4,2,9,3,2,9
BTT3YQCAZDQJ,Y78B9VRLD6IH,6,4,2,12,12,2,2,6,6,6,3,6,3,6,6,4,6
BTT3YQCAZDQJ,Y3YSH6GQ53MF,6,6,3,3,1,3,1,1,1,1,3,6,3,1,2,2,1
BTT3YQCAZDQJ,MVHGABEM332R,5,10,3,3,2,5,2,2,2,5,2,5,2,3,10,2,2
BTT3YQCAZDQJ,GIMLWDLCZESZ,3,6,1,1,1,2,1,1,6,3,2,2,1,1,3,1,6
BTT3YQCAZDQJ,K40SWKF7N4K2,2,3,3,3,3,3,5,2,10,10,5,3,2,2,2,2,2
BTT3YQCAZDQJ,X895QKN3HOUM,14,2,7,14,2,14,4,14,7,2,4,2,7,14,3,7,2
BTT3YQCAZDQJ,UI14UXEUJAIS,7,5,4,10,21,21,7,10,7,5,4,10,5,5,7,4,21
BTT3YQCAZDQJ,XTXVA2U50CMY,3,1,1,6,1,6,1,2,1,2,3,1,1,2,2,1,3
BTT3YQCAZDQJ,GD51KL9RU3M2,2,2,1,2,2,2,8,1,8,8,2,8,1,4,2,1,1
BTT3YQCAZDQJ,I8X79EUKRQQ0,1,1,2,1,1,1,2,2,1,1,2,4,2,2,2,8,4
BTT3YQCAZDQJ,CAO1N3DHQ2ZY,5,5,1,5,1,1,5,5,2,2,1,1,1,5,2,5,2
BTT3YQCAZDQJ,DYCUUJSWYJDC,3,9,9,19,9,6,19,4,4,9,19,19,4,4,4,3,6
BTT3YQCAZDQJ,R3227Y9QCK1E,2,2,2,11,3,3,3,2,5,3,11,3,2,11,5,2,5
BTT3YQCAZDQJ,TSITULTBW3HW,3,6,6,6,4,9,9,18,3,4,4,3,6,18,6,9,6
BTT3YQCAZDQJ,ASK4R91MFZTT,8,8,3,4,5,4,5,3,5,3,3,3,16,16,3,5,4
BTT3YQCAZDQJ,BOYFMZ6O6VOR,3,6,3,4,13,3,2,13,6,6,3,13,6,3,2,6,4
BTT3YQCAZDQJ,DV1QG6YIGV7E,8,5,3,8,4,4,17,17,8,3,4,5,17,17,8,4,8
UAVQ4XEXETSH,G4766B5RTGCH,15,3,3,5,3,7,15,3,7,7,15,5,3,3,3,15,5
UAVQ4XEXETSH,B5I7M72QXYXK,17,5,8,5,8,4,4,4,5,5,3,4,17,5,17,5,8
UAVQ4XEXETSH,MT0B48TQU6VF,7,14,3,14,4,2,3,14,4,14,3,14,7,4,4,4,4
UAVQ4XEXETSH,H7CI7ST8TUKQ,2,3,3,4,13,6,2,6,2,13,13,13,4,13,6,2,2
UAVQ4XEXETSH,B6K513829ZN2,5,1,2,5,1,1,5,5,1,2,2,1,1,1,1,1,1
UAVQ4XEXETSH,I0SYFWWEPL6V,12,8,5,6,8,6,25,8,6,12,5,5,8,8,12,8,8
UAVQ4XEXETSH,O63S2XFG7U2R,4,2,2,2,2,2,2,2,1,2,2,2,2,2,8,2,4
UAVQ4XEXETSH,NXLMB11ANS3A,5,2,5,1,5,1,2,1,1,1,1,1,2,1,1,1,1
UAVQ4XEXETSH,XGY2JLBDB554,2,2,11,2,2,5,2,11,2,3,2,2,5,2,2,3,3
UAVQ4XEXETSH,EWBNWW8GOMNW,1,2,1,3,6,3,3,6,6,2,1,1,6,2,1,3,1
UAVQ4XEXETSH,JNFUDF48RC0E,5,3,2,11,2,11,2,5,2,3,11,5,3,5,3,11,3
UAVQ4XEXETSH,YGQSHULSJ8XP,2,2,3,4,4,1,9,4,1,3,3,4,9,3,9,1,3
UAVQ4XEXETSH,ME9HPLAVNGW8,5,3,2,10,3,2,2,3,5,2,5,2,2,2,10,2,2
UAVQ4XEXETSH,XJEKO5SFLZW9,3,3,3,5,2,3,2,5,3,2,2,3,5,5,3,2,10
UAVQ4XEXETSH,T8RZUHLW9D6L,2,1,1,4,1,4,0,1,1,1,4,1,1,4,4,1,4
UAVQ4XEXETSH,XX6KCWWZQ63U,18,18,6,6,3,3,18,4,3,18,18,18,6,4,9,9,18
UAVQ4XEXETSH,WJ0WJ6I8UXIU,5,3,3,2,5,2,5,10,3,2,3,2,2,10,2,3,2
UAVQ4XEXETSH,SB00DOD8ZSFD,3,11,5,3,2,11,11,3,3,5,3,3,3,3,2,2,11
UAVQ4XEXETSH,NUIC46684FVE,5,7,5,22,7,11,4,5,11,7,22,11,22,4,7,22,11
UAVQ4XEXETSH,MCEU1U794XCI,6,2,6,4,6,2,6,6,12,12,6,2,6,6,4,3,6
UAVQ4XEXETSH,LOUDZ7R5T98V,5,3,3,3,2,2,2,11,3,2,2,3,3,5,5,2,5
UAVQ4XEXETSH,HCGG7CGSB754,4,6,6,19,19,9,9,19,4,9,19,19,19,6,4,9,9
UAVQ4XEXETSH,XW7FUJSDFG5G,0,2,4,4,1,4,4,1,2,0,4,1,1,4,0,2,1
UAVQ4XEXETSH,X69LODVGED78,2,2,2,2,2,2,1,4,8,4,2,8,4,2,8,8,1
UAVQ4XEXETSH,VNXH5MQAVGY4,1,4,2,1,1,1,1,2,0,2,1,2,1,2,4,1,1
UAVQ4XEXETSH,POBF6M16V6OY,4,4,4,4,20,20,5,6,10,20,4,10,4,10,5,5,6
UAVQ4XEXETSH,MHLZ3U8CX9E7,1,1,1,1,1,1,5,5,1,2,1,1,1,2,1,1,1
HM8XIYQQWZWJ,IXQ7195F02P0,14,2,4,2,3,2,4,2,2,4,14,14,14,4,7,3,2
HM8XIYQQWZWJ,DWSYUD6NC4J5,5,2,2,5,3,2,10,10,5,3,2,3,2,2,3,10,5
HM8XIYQQWZWJ,G9ZV6RDWK7NA,2,11,2,11,3,3,11,11,2,2,11,2,2,11,11,2,2
HM8XIYQQWZWJ,V4EWIGX7OWCZ,5,1,1,2,2,1,2,1,1,1,1,1,1,2,2,1,2
HM8XIYQQWZWJ,F3E0EYK9ES96,2,2,1,2,2,1,1,1,3,3,1,2,1,3,1,3,1
HM8XIYQQWZWJ,HF2P1PS6FM8J,3,15,5,7,7,3,15,3,3,7,5,3,3,7,7,3,3
HM8XIYQQWZWJ,XCAAGXSIMGZR,2,2,2,4,8,4,4,2,2,2,8,2,4,2,2,1,2
HM8XIYQQWZWJ,G6J4447U4TLL,10,20,20,6,10,4,6,10,5,5,20,6,6,4,5,10,6
HM8XIYQQWZWJ,Y65YSF1NDM8F,4,6,4,2,4,4,12,4,2,6,4,4,3,12,2,2,12
HM8XIYQQWZWJ,Y08A6OVIZA6M,2,8,4,2,2,2,8,8,2,1,4,8,2,8,1,8,8
HM8XIYQQWZWJ,DO9RWDLLKHRG,3,6,2,2,4,12,2,2,6,6,3,2,4,6,2,2,4
HM8XIYQQWZWJ,AVUKNGASNCYD,3,3,4,8,17,3,3,17,3,3,3,5,3,8,4,4,17
HM8XIYQQWZWJ,DNL7JOVCQ4S7,3,2,11,2,11,3,5,2,3,2,5,2,11,11,5,3,2
HM8XIYQQWZWJ,R1USLCR3GNCH,2,6,2,4,3,6,12,4,12,3,3,2,2,3,4,12,4
HM8XIYQQWZWJ,U0SMBS6E1DFB,4,9,9,4,18,18,18,9,18,4,4,18,3,4,3,4,4
HM8XIYQQWZWJ,QFPVT51NHEJB,14,3,3,4,4,7,7,2,14,7,14,2,3,7,3,4,2
HM8XIYQQWZWJ,KAXJYHYP7YOD,4,1,2,4,4,1,2,2,3,9,1,2,9,4,3,2,9
HM8XIYQQWZWJ,HDPVRU1FZ77A,6,3,3,6,1,6,6,1,3,1,2,6,3,1,2,3,3
HM8XIYQQWZWJ,C9PPNVU7MJYY,2,2,4,4,2,4,8,2,2,4,2,1,4,4,4,8,4
HM8XIYQQWZWJ,OIDXRVWHOK79,4,16,8,4,5,3,4,4,3,4,8,4,16,3,5,4,4
HM8XIYQQWZWJ,OSN8GYKMCE3E,8,2,2,4,1,2,2,2,8,2,2,2,2,4,2,8,4
HM8XIYQQWZWJ,JR2RRDBYANGL,3,2,1,7,7,2,7,7,7,7,3,3,7,2,1,1,3
HM8XIYQQWZWJ,DHCKV713CZZW,5,5,2,10,3,2,3,3,3,2,2,10,2,2,2,3,2
HM8XIYQQWZWJ,MHOCVPTIUZ6N,4,4,10,6,5,20,5,5,20,10,10,6,6,4,4,6,6
HM8XIYQQWZWJ,WGLKF36G4BAB,2,1,1,3,1,1,4,4,9,4,3,3,4,1,4,2,3
HM8XIYQQWZWJ,Z5YWNOJUPP4Z,2,1,1,3,7,7,1,2,1,3,1,7,7,1,1,1,1
HM8XIYQQWZWJ,R9Z8UYQAJCCM,4,3,8,8,4,16,8,16,5,16,4,3,3,4,5,16,16
YHKM28DEFHHA,A8XYKXN3M65I,1,1,0,1,3,3,1,1,1,1,3,3,1,1,1,1,0
YHKM28DEFHHA,Y9M2MX6982TF,1,2,3,9,4,9,2,1,2,2,2,9,1,4,2,4,2
YHKM28DEFHHA,ADH71EW8O13A,18,18,4,6,3,9,3,6,6,4,4,9,9,18,4,4,18
YHKM28DEFHHA,HQA25IZJEKSP,5,5,7,7,3,3,15,3,5,3,15,3,3,5,5,7,7
YHKM28DEFHHA,Y2BKM8IDPFAX,1,2,1,5,1,1,5,1,5,5,5,2,1,1,2,5,5
YHKM28DEFHHA,HOH68ARTXSD9,6,6,3,4,13,13,2,4,6,4,4,2,4,13,2,6,13
YHKM28DEFHHA,AA80QEFY87LB,5,16,3,3,3,5,5,16,5,3,3,5,3,16,4,8,8
YHKM28DEFHHA,DB30FOQ38HIS,8,3,17,17,17,17,4,3,17,5,8,3,4,8,3,5,5
YHKM28DEFHHA,Z1HVXB4X0D3H,11,3,3,2,11,5,3,5,3,5,3,2,2,11,2,3,5
YHKM28DEFHHA,A60VQ0MCQ5PY,6,20,6,4,4,10,6,10,4,5,4,20,5,10,20,5,10
YHKM28DEFHHA,RTT7S0B1YAOR,8,8,8,2,4,1,2,4,2,1,8,1,1,2,2,1,1
YHKM28DEFHHA,LH520VF4MURH,4,4,3,4,1,9,3,9,2,9,4,4,1,1,3,1,3
YHKM28DEFHHA,QNMPYJGESHZX,6,13,6,4,3,3,13,2,13,13,2,6,2,3,4,3,2
YHKM28DEFHHA,YCCYYL0YEY0C,5,2,2,11,3,11,2,2,5,5,2,5,3,3,11,2,3
YHKM28DEFHHA,PYPOWL57F0WJ,3,18,18,6,4,18,4,3,9,18,9,18,4,6,18,4,9
YHKM28DEFHHA,V555OUX8DO0V,11,3,2,5,2,11,2,2,2,2,5,2,5,2,5,2,3
YHKM28DEFHHA,VJSX4FO87MZ1,1,8,4,8,1,4,8,8,1,8,1,2,2,4,4,2,2
YHKM28DEFHHA,LT44C2P5S6EK,2,9,1,4,4,1,3,4,9,1,4,1,3,4,2,3,4
YHKM28DEFHHA,XBANU7ETTDTK,5,3,2,2,2,5,11,2,2,2,3,2,3,11,2,2,11
YHKM28DEFHHA,F1CW2KXV6ROS,2,4,4,2,4,12,2,4,2,4,4,12,6,12,3,4,6
YHKM28DEFHHA,YWAOCCP6ATWZ,3,3,5,5,3,3,3,3,5,3,5,5,3,3,3,15,7
YHKM28DEFHHA,ZQBP5NXJQ9TZ,5,5,1,1,1,1,1,2,5,1,5,1,1,1,5,5,1
YHKM28DEFHHA,LURVS2NH5ZF7,6,4,6,4,2,6,6,2,6,3,3,4,2,12,12,6,3
YHKM28DEFHHA,H04IRSOTFEIG,10,2,2,3,3,3,3,5,5,2,5,2,2,2,2,3,5
YHKM28DEFHHA,MFDXF6V8BDZB,2,14,7,2,4,7,7,4,3,7,4,4,7,14,4,3,2
YHKM28DEFHHA,EM6WBAP9RO6J,2,1,8,4,2,1,2,2,1,1,2,8,4,1,4,2,2
YHKM28DEFHHA,HYHVS23P01VN,1,2,2,8,8,2,1,8,4,8,8,1,2,2,2,8,8
BBPSOXDCN62Q,JKC47MJCR23Z,3,14,3,14,3,4,14,7,2,4,4,4,4,3,3,14,14
BBPSOXDCN62Q,YAVECB14HWKN,2,1,1,1,2,3,1,1,2,1,2,1,2,1,1,2,1
BBPSOXDCN62Q,N874JIRDPUWZ,4,3,6,6,3,3,3,3,6,3,3,2,2,4,6,2,12
BBPSOXDCN62Q,RGUT4YAG9BG2,7,2,1,1,7,1,2,1,2,3,7,3,1,1,3,7,1
BBPSOXDCN62Q,G81QIFYYZ2EZ,13,3,2,2,6,6,2,4,6,2,2,3,4,13,3,4,3
BBPSOXDCN62Q,IUFWR6WN8UV3,3,5,2,2,2,2,11,3,2,2,2,2,11,11,5,5,2
BBPSOXDCN62Q,M5GS1QZS5I49,4,10,4,4,21,10,10,21,7,5,21,4,5,21,5,4,10
BBPSOXDCN62Q,DFQ6UEEUPP6G,3,9,1,4,1,9,4,3,3,3,3,9,1,2,2,9,1
BBPSOXDCN62Q,ARH596PBZK8G,6,6,4,2,3,4,12,4,4,6,12,3,2,4,4,12,6
BBPSOXDCN62Q,BSE7FTS42O9R,4,8,1,1,1,2,2,2,8,8,8,1,8,4,1,2,2
BBPSOXDCN62Q,F2SP91E3OXUJ,19,6,4,4,3,9,9,4,4,6,6,19,4,6,6,19,9
BBPSOXDCN62Q,GO3DDKRA0IBH,4,3,1,9,9,1,3,4,3,1,3,2,9,9,4,4,9
BBPSOXDCN62Q,YX27O71WZ3U9,12,4,2,6,3,4,12,3,12,12,2,6,4,3,4,4,12
BBPSOXDCN62Q,TX9FZ14WQ5FJ,6,12,6,25,25,6,6,8,12,8,6,25,5,6,6,25,5
BBPSOXDCN62Q,Y3EL1GTNGZSG,9,9,6,9,19,6,19,9,6,3,9,4,4,3,4,4,19
BBPSOXDCN62Q,P5K7FAY8K6UK,12,2,2,2,4,2,3,6,2,3,2,2,3,2,6,4,3
BBPSOXDCN62Q,LFN123HOE3XB,3,3,2,3,5,3,10,10,10,2,10,2,3,2,2,2,2
BBPSOXDCN62Q,V8EEJXAPBN2L,5,17,3,5,5,5,3,8,5,4,4,5,4,17,5,17,3
BBPSOXDCN62Q,VGA5K83VOTK4,2,6,12,3,2,4,2,3,6,12,2,6,12,12,3,4,2
BBPSOXDCN62Q,UHV44WHY3OC1,2,12,6,2,12,2,6,3,6,2,12,2,3,3,3,4,12
BBPSOXDCN62Q,I3E6574IYLUO,7,2,2,3,3,1,2,2,3,1,3,2,7,1,7,1,1
BBPSOXDCN62Q,R6RAVWEA800L,7,22,7,22,22,7,7,7,4,11,5,7,11,7,5,22,7
BBPSOXDCN62Q,BHOULIL6PRO8,1,1,1,1,1,1,1,2,1,1,1,2,5,2,5,1,1
BBPSOXDCN62Q,UWV77LZBF1DA,1,2,1,1,1,1,1,1,5,1,1,1,5,1,2,2,2
BBPSOXDCN62Q,CJW5DLBS4H2J,5,3,4,5,8,16,16,4,8,5,16,3,3,16,3,3,8
BBPSOXDCN62Q,RDAFJ6R3LVY4,1,1,5,1,5,1,1,2,5,5,1,5,1,2,1,2,2
BBPSOXDCN62Q,HLC7WCIY3CG5,6,3,3,3,18,18,18,6,6,6,18,6,18,18,3,9,3
BCEJ37WJA8EU,U4A7SKN3C21F,4,2,1,9,3,9,9,3,4,2,4,9,4,4,3,9,4
BCEJ37WJA8EU,EDDE0B1HZVCX,2,5,5,10,2,2,10,2,2,3,2,10,10,2,2,3,10
BCEJ37WJA8EU,BHVD9J0L5792,3,3,9,1,9,2,3,9,3,9,9,4,9,2,9,1,9
BCEJ37WJA8EU,T7051B77J0TY,3,2,10,5,10,2,2,2,10,2,2,3,5,5,2,10,5
BCEJ37WJA8EU,EPWT4U9CY97M,4,17,5,5,4,4,5,3,8,4,5,3,17,5,17,3,4
BCEJ37WJA8EU,PC2D2V62Y0Q0,4,3,16,4,5,4,4,3,3,4,5,4,8,4,4,4,8
BCEJ37WJA8EU,ZFQS9EPN79F6,6,1,3,3,2,2,6,1,2,6,2,1,2,1,6,1,2
BCEJ37WJA8EU,D13I5BA4H2LH,20,10,4,6,10,20,10,20,4,6,4,10,5,6,20,4,6
BCEJ37WJA8EU,PBCX7B5BL8SQ,1,2,8,1,2,4,1,1,4,2,4,8,8,4,2,4,2
BCEJ37WJA8EU,GWLBDV6C4QFN,7,7,2,2,14,2,3,2,4,3,3,3,3,4,7,4,14
BCEJ37WJA8EU,S95472EJWJKP,2,1,2,4,2,1,3,2,1,3,9,4,2,9,4,9,2
BCEJ37WJA8EU,ZERJYHN3FM3Y,14,3,4,3,3,14,4,7,14,2,4,7,3,4,2,3,4
BCEJ37WJA8EU,S395T7JVLM0B,3,3,3,5,3,15,5,5,7,15,7,7,3,3,15,15,5
BCEJ37WJA8EU,U6ET7F5LW855,8,5,5,4,16,4,4,16,8,3,3,4,8,8,3,16,3
BCEJ37WJA8EU,TDYDOGCQGD15,1,1,1,1,5,1,5,2,1,2,1,1,1,2,1,1,5
BCEJ37WJA8EU,HO5L3SR9B9S4,5,1,5,2,1,2,5,5,5,1,2,1,1,1,2,2,2
BCEJ37WJA8EU,DRXN4D0Z0ZPO,2,2,14,2,3,4,7,2,3,4,2,14,2,14,2,14,7
BCEJ37WJA8EU,VG25MOLSC1Z6,3,15,3,15,3,7,3,5,3,15,15,5,3,3,3,5,5
BCEJ37WJA8EU,TO4ABU7QIVB7,2,3,9,4,1,4,1,2,4,9,1,2,4,2,3,9,9
BCEJ37WJA8EU,YO82VB7UWJJV,3,2,10,10,2,2,2,3,10,2,10,5,2,2,3,2,2
BCEJ37WJA8EU,HZYLQT5LIS55,8,3,3,3,5,4,17,3,8,3,3,17,17,3,8,17,4
BCEJ37WJA8EU,BJWEJFX3J4XL,2,3,6,2,13,6,6,2,6,3,2,6,6,3,2,6,3
BCEJ37WJA8EU,X1JCRED3NDJ4,4,9,6,3,19,6,4,19,3,4,3,6,19,19,4,9,9
BCEJ37WJA8EU,NDLBUS7QBY6P,5,3,3,7,3,3,3,3,7,15,3,7,5,3,3,7,5
BCEJ37WJA8EU,D7EXJYMNCENP,3,13,2,6,3,2,6,13,3,4,6,13,3,13,3,13,6
BCEJ37WJA8EU,N1KXIWN180SZ,4,6,2,13,4,2,4,4,4,4,4,4,4,6,3,2,2
BCEJ37WJA8EU,OC4JDRYJ4HUF,2,4,2,8,2,8,1,8,1,4,8,4,8,2,4,4,8
E8KKOAM3PNTS,CSYHVPY82L4X,3,3,13,2,2,2,13,4,6,4,4,3,6,6,3,4,3
E8KKOAM3PNTS,RE72W5ADOVIU,5,2,2,2,10,10,3,2,2,2,2,3,3,10,10,3,2
E8KKOAM3PNTS,EYXTL1GGNS7H,20,10,6,4,6,20,4,10,20,4,5,4,4,5,5,20,20
E8KKOAM3PNTS,CNE5MR4TSJO9,4,4,1,1,0,1,4,4,0,1,0,1,1,1,1,0,1
E8KKOAM3PNTS,HUXN57CC9NDU,2,6,3,6,13,3,13,4,4,6,13,2,2,13,4,6,4
E8KKOAM3PNTS,G8IN33PQ4OHC,4,3,3,6,2,6,4,3,4,12,6,12,2,3,3,3,2
E8KKOAM3PNTS,IOD2HTLZNUGL,12,4,12,4,4,12,2,4,2,12,12,2,3,6,2,2,3
E8KKOAM3PNTS,AGUIUHZG69NU,17,4,17,8,3,5,5,5,17,4,4,8,8,5,4,17,17
E8KKOAM3PNTS,LNYZ253SP82O,2,2,2,2,3,10,3,2,2,2,2,2,10,2,10,5,3
